epoch,acc,loss,val_acc,val_loss
46,0.6296365100301465,0.9766069751190648,0.5982167734786573,1.0449427263953952
47,0.6348071087993065,0.9701837498496964,0.5984954026232658,1.0582274933916243
48,0.6340330670519033,0.9709782972447428,0.6124268598536922,1.0314837321825896
49,0.6392655892264061,0.9543666950548623,0.606018389527696,1.0418051239108268
50,0.6390798192096868,0.9551226315915278,0.607411535279802,1.050661524347224
51,0.6387082791799391,0.9544425810909218,0.6051825020938705,1.0532229448235044
52,0.647408508255693,0.9351376009707895,0.6149345221551689,1.0392717107752631
53,0.6449315747123539,0.9370265570179406,0.6196712176135138,1.0193284930675333
54,0.6471298532379959,0.9357368694945336,0.6046252438046534,1.0427072497256522
55,0.6474704316351996,0.9314697893479784,0.6163276678823634,1.0290957479697478
56,0.6480587033511197,0.9274287272462225,0.6193925884689053,1.0206261843019424
57,0.6528887237415305,0.914395942463728,0.6174421844566457,1.038508853430069
58,0.6566350857933517,0.9137326908950149,0.6171635553120371,1.022189664787554
59,0.6549012323039716,0.9146567924494079,0.6171635553120371,1.0243338638442776
60,0.6581831692660126,0.9101683307014402,0.6269155753733355,1.0162572139948316
61,0.6608768345047515,0.8992765528977533,0.6124268598578441,1.0286396489099527
62,0.6607839494557918,0.8988187895949702,0.6285873502451386,1.0355828920756585
63,0.6616818379105351,0.8962259249344973,0.6127054889983007,1.0344546334462499
64,0.6629203046960457,0.8931437281899662,0.616049038733603,1.023935460054499
65,0.6637253080944475,0.8830757282696919,0.6274728336667045,1.0111694113063627
66,0.66951514028589,0.8790206184209453,0.6202284759068828,1.0272295110635552
67,0.6682457118272354,0.8803684694441164,0.6124268598578441,1.0538613560074184
68,0.6687720601710309,0.8793791814207389,0.6249651713610759,1.0160276297242172
69,0.6711251470937664,0.8661865723657936,0.6179994427458627,1.0292640323258935
70,0.6730138088898124,0.8693155821089155,0.62830872110053,1.0132683884901534
71,0.6797015295359984,0.8565325169373137,0.6305377542573982,1.0243605195927932
72,0.6753049724293505,0.8593390155734717,0.6244079130760106,1.0325216718887877
73,0.6755836274581204,0.8616448561690069,0.6185567010392317,1.0232752876449143
74,0.6793299895062507,0.8489804885115622,0.62858735027005,1.0192887205770667
75,0.6854604000173875,0.8454974979370753,0.6230147673488161,1.029124354047342
76,0.6837884699001321,0.8415041064409968,0.6260796879436619,1.0211558180554194
77,0.681218651291224,0.8469513824749483,0.6260796879436619,1.0260488253577766
78,0.6875657935697336,0.8362117593772227,0.6246865422206193,1.0185167630026353
79,0.6926435073231519,0.828793943891644,0.6294232376748122,1.0338944979582898
80,0.6864511734694178,0.8325362265962618,0.6299804959681812,1.0112669528045506
81,0.6849650133356634,0.8336890106732959,0.6288659793980509,1.0301201137602247
82,0.6915288872265271,0.8247598592537727,0.6288659793855952,1.013171358107192
83,0.692488699016486,0.8225194533193537,0.6263583171131818,1.019929910310632
84,0.6959564059952463,0.809304572741043,0.6319308999804408,1.0301424900646428
85,0.6888042603109531,0.8271224455528122,0.6174421844566457,1.028708073613902
86,0.6940367824891468,0.8084418898441081,0.6302591251127897,1.023761515034112
87,0.6957706359416178,0.8059371311758036,0.6308163833978548,1.026823286393719
88,0.7000433463224708,0.8036939614150862,0.6294232376789641,1.0282666159061444
89,0.6978450678318925,0.8058208187000399,0.6110337141348015,1.0646169606806941
90,0.7005387330337223,0.8064867817541344,0.6196712176135138,1.047315429133205
91,0.7017462381866888,0.798517495056034,0.6361103371454169,1.0232867628925522
92,0.6991454579526185,0.8018747315044203,0.6327667874101146,1.0258066383169433
93,0.7004458480290535,0.7975642436192467,0.6349958205960461,1.0222396617083205
94,0.7045327883931873,0.7877041435373096,0.6263583170882704,1.035030946455217
95,0.7059570251806534,0.7931442363202088,0.6308163834020067,1.0303374354837331
96,0.7034800916391597,0.7911859851694305,0.6305377542823096,1.0337881470962167
97,0.7099510805511912,0.7814938458091844,0.6380607411618284,1.0110820086429497
98,0.7102606972420324,0.7787634053276938,0.6319309000053522,1.0129889970903245
99,0.7097962722334524,0.7791356862835178,0.6274728336916159,1.0279376771862576
100,0.7100749272326949,0.7789256410692061,0.6355530788603517,1.0082683059358106
101,0.7057093318324095,0.782313260642934,0.6355530788603517,1.0195891120766623
102,0.7132020558769973,0.7692225165792025,0.6241292839563135,1.0426552093736505
103,0.7152145643951472,0.7672963924020856,0.6369462246083057,1.0204706589934487
104,0.7116849340700987,0.7708224649953136,0.6308163834020067,1.0198731834956882
105,0.7132639791716127,0.7647777217277042,0.6349958205960461,1.0238030351413994
106,0.7130782092065662,0.7684335319706069,0.6391752577402625,1.0281539637253923
107,0.7167316861503729,0.7566318614570429,0.6160490387626663,1.0877188574008936
108,0.7173199579105841,0.7588028606264737,0.6319309000053522,1.0416388597352886
109,0.7185584246554946,0.7562839130446138,0.633045416558875,1.0267433204103493
110,0.7187751563379762,0.7519203964988767,0.6333240457034836,1.0321200236067793
111,0.7209734349097546,0.7535682348756496,0.6319308999804408,1.0281357055057154
112,0.7190538113593642,0.7539190994828794,0.6185567010392317,1.0627591310021738
113,0.7211282432496389,0.746263781238454,0.6419615491863478,1.0218976608190273
114,0.7218093999813006,0.7415915196529076,0.6430760657647819,1.0084495378689833
115,0.71815592298213,0.7400249936121656,0.6305377542573982,1.0345899520992534
116,0.7220880550063795,0.7447300502608617,0.6288659793855952,1.0353055373311675
117,0.7234813300948651,0.7402822618307628,0.6349958205711347,1.0243208037674278
118,0.7266084587059491,0.740738022097848,0.6402897743186967,1.0165206014229813
119,0.7220880549657794,0.7386031885310677,0.6316522708316804,1.031443413867031
120,0.7285900055620278,0.7336239987345655,0.6352744497157432,1.0295400404272455
121,0.7279707722061817,0.7292774752335133,0.6305377542823096,1.031544856289098
122,0.7310979008283385,0.729032784528766,0.6274728336667045,1.046379729378818
123,0.7303857824198416,0.7215200829331709,0.633045416558875,1.019370202634221
124,0.7319648275619557,0.7236887982691971,0.6355530788852631,1.0364783357265235
125,0.7285590439331746,0.7294224887316763,0.6366675954636972,1.0205471509344632
126,0.7306025141097051,0.7225522259948675,0.6363889663190887,1.0207493216521761
127,0.7294259706815557,0.7239583096376359,0.6330454165837863,1.0262789417023976
128,0.7348133011442699,0.7150666408217266,0.6386179994759569,1.0266341676151365
129,0.7324602142695162,0.720954817978987,0.6361103371744802,1.0254268271572977
130,0.7349681094989178,0.7139289297661299,0.6383393703313484,1.0160257755198763
131,0.7319957891908089,0.7229577359588341,0.633881304017612,1.0279551374443927
132,0.7343488761024716,0.7182909304405175,0.6319308999804408,1.0100970465547694
133,0.7381571614636718,0.707915673341402,0.6439119531944556,1.0205050758679088
134,0.7318719425166869,0.71822140486855,0.6405684034591533,1.0157675950033613
135,0.7340392594190122,0.7125122986590429,0.642518807471413,1.0131374777575728
136,0.73862158646487,0.70563564222142,0.6427974366201734,1.0119815385251962
137,0.7400767849660804,0.7005503711608019,0.6386179994759569,1.0121752166190032
138,0.7404173633226839,0.7038293780058971,0.6355530788603517,1.0304303203129974
139,0.7377856214376151,0.7072020376626976,0.6349958205711347,1.0325017956247167
140,0.7386835097963946,0.7043049958174616,0.6453050989465615,1.0146524539130681
141,0.7363923462937657,0.70162463319199,0.6394538869097824,1.0212374236730521
142,0.7396742832262794,0.702759687063,0.6455837280621067,1.011759987745022
143,0.7395813982437561,0.6953687872397389,0.6400111451699363,1.0241027090269796
144,0.7436064152800562,0.6946531096230543,0.6269155753774874,1.0532983624526604
145,0.7407579416460692,0.6965573878766317,0.6455837280662586,1.0162633540870154
146,0.7431729519114021,0.69517809481464,0.6397325160294796,1.0233628601043394
147,0.7450306520712133,0.6861847242310111,0.6419615491863478,1.0190637702561913
148,0.7441018019543985,0.692047907384278,0.6439119531986075,1.020779988532546
149,0.7461762338409823,0.6895959551610905,0.6416829200417393,1.0239978898498268
150,0.74527834543053,0.6890095295097903,0.6391752577651739,1.0461192856129913
151,0.739983899950339,0.6873349087276255,0.6366675954346339,1.0290238725072862
152,0.7443185336442619,0.6901214205264248,0.6441905823390641,1.0184004656549084
153,0.7485293207231177,0.6866686162627351,0.6375034828684595,1.0506453727340592
154,0.7476004705952302,0.680905068066107,0.6210643633365565,1.0825632335947695
155,0.7456498854233684,0.6860516498912502,0.6427974366201734,1.0297877069767154
156,0.7523376060215724,0.6736783295292198,0.6319308999762889,1.0613076871203393
157,0.7473527772432954,0.679594394090161,0.6430760657647819,1.0170715555370136
158,0.7488698990834122,0.6782246441234043,0.6388966285915021,1.0487647335919275
159,0.7485293207194268,0.677374251084886,0.6394538869097824,1.027852005332783
160,0.7507895225452206,0.6721629182840916,0.6411256617525223,1.0301041347331474
161,0.7530806861253587,0.6707481706933759,0.6375034828684595,1.0356700011832896
162,0.749117592435347,0.6773873943242874,0.6338813039927006,1.0422603560211467
163,0.750015480860563,0.6795233172952254,0.6400111451740882,1.017784065341976
164,0.7524614527399853,0.6728515161752804,0.6397325160253277,1.0099683019503074
165,0.7543810762460847,0.6705341361810477,0.639453886884871,1.0438769761484359
166,0.7482506657017297,0.6767216747896214,0.6394538869097824,1.0306176469996302
167,0.7540714595515526,0.6647472080191382,0.6380607411576765,1.0231607388440331
168,0.7571985881294183,0.6578391589124223,0.6411256617525223,1.0236712737347828
169,0.7553408879585344,0.6629260724225984,0.644190582343216,1.0353274530406515
170,0.7545978078916572,0.6677537421259956,0.6363889662941773,1.031284131456398
171,0.7555576196816162,0.6619323700476345,0.6461409863554757,1.0142539038104113
172,0.7533283794366935,0.6634076848470195,0.639453886884871,1.0149668024655139
173,0.7529568394032549,0.6545143487841155,0.6439119531986075,1.017694094912459
174,0.7579416681926047,0.6602628361559466,0.6386179994468936,1.023040740527825
175,0.7578487831879359,0.6577721302727367,0.6453050989216501,1.01433223959263
176,0.7576939748443607,0.6510504760589532,0.6450264697770416,1.016551378112744
177,0.7565793547477359,0.6581856188622633,0.646976873797605,1.0242223210174017
178,0.75472165456947,0.6603419237612527,0.6416829200417393,1.0240696017939455
179,0.759396866693815,0.651444679159477,0.643633324053999,1.029487359420806
180,0.7586228249205754,0.6507611509387844,0.646419615508388,1.0373926788161612
181,0.7570437798338251,0.6547716221312442,0.6472555029339098,1.0013591330109217
182,0.7561458913716999,0.6593384251291002,0.648927277801561,0.9998877743686199
183,0.7551860796112683,0.656116519208899,0.6391752577361106,1.0130598807474405
184,0.7604495634515335,0.6496381813604785,0.6433546949093905,1.019111665519508
185,0.7625549569891159,0.6494647060741883,0.6377821120255237,1.0295651633947398
186,0.758560901629651,0.6464571735609264,0.6466982446405408,1.0280199352165025
187,0.7644745804509243,0.6451387997972492,0.6439119531944556,1.0273313871430434
188,0.7607901418265917,0.6496084187819025,0.6427974366201734,1.012550082237284
189,0.7605114868015127,0.6376036702165575,0.6444692114878245,1.0174516044509347
190,0.7619047619158347,0.6394193572882595,0.644190582343216,1.0689533158376976
191,0.7637934237672446,0.6407544562429663,0.6380607411618284,1.0383136205667904
192,0.7633599603469176,0.643136879103613,0.6285873502409867,1.0968803000602925
193,0.7627716886273065,0.6425918233646344,0.648370019512344,1.0133759876452106
194,0.7636386153719965,0.6358856574449239,0.6447478406282812,1.0255145804069605
195,0.7650938138436796,0.6382180178849732,0.6416829200417393,1.0303675688618437
196,0.7603566784136465,0.6437421950498774,0.6430760657896933,1.0195529328710558
197,0.7653415071919235,0.6412363600727943,0.6416829200417393,1.0119843318223887
198,0.7680351724343534,0.6302216648114297,0.6522708275617747,1.0111113375161278
199,0.766115548972545,0.6370023053949836,0.6461409863554757,1.0260851564564124
