epoch,acc,loss,val_acc,val_loss
0,0.2790265651271545,1.7970897011199125,0.32460295347308477,1.6926602628710012
1,0.350300328204769,1.6484268447903851,0.40094733909997277,1.5555441378550663
2,0.3802093008910401,1.5853480731040615,0.4095848425786852,1.4937613791627584
3,0.4053811381638873,1.5275908615782694,0.4413485650682091,1.4382840595593456
4,0.4180444609628712,1.4946691038822773,0.43382557815962697,1.4267718324291903
5,0.43309183231528914,1.4647608587148204,0.45695179716628653,1.392140303158966
6,0.44420707165268497,1.434569542124084,0.4566731680175261,1.4219813300029387
7,0.4592854046800925,1.4116712516731165,0.4563945388729176,1.3992954901115713
8,0.467737940429748,1.382401201317381,0.4856505990609647,1.348204309012306
9,0.4755712428346301,1.3611718586882067,0.5082195597742554,1.297499267096372
10,0.48448820360578376,1.3369443982930012,0.4942881025396771,1.2926523711695317
11,0.4936528577953088,1.3183294778210037,0.5132348843730569,1.240194130754298
12,0.49965942164893284,1.2996402771615105,0.5310671496280025,1.2109772294103751
13,0.5047680971253228,1.283490054629094,0.5388687656770412,1.1952122095468882
14,0.5160691064831288,1.2646141599609324,0.5444413485692118,1.1765677627330704
15,0.5219208619784139,1.251790360966233,0.5472276400152971,1.17044207255267
16,0.5288562759599256,1.2369395354058514,0.5561437726427699,1.1596591664609486
17,0.5304353210780486,1.2313014985725337,0.5232655335789638,1.254389136041496
18,0.539507090255523,1.2106062874822647,0.5667316801378939,1.1486436875293633
19,0.5426032572045356,1.1977999677554145,0.5383115073878242,1.1776269170426832
20,0.5468759675890796,1.1884424120466424,0.5606018389565063,1.149213453460517
21,0.5477738560032229,1.1761207690851054,0.5589300640888551,1.1578321303455037
22,0.5568765867892504,1.1596993275770602,0.562552242968766,1.1258691206188314
23,0.560375255433773,1.1510340874391012,0.5405405405737557,1.2162206160321345
24,0.5598798687188306,1.1438909157768287,0.5706324881624133,1.1252366801961016
25,0.5665366276512722,1.1317190798718653,0.5714683755962389,1.1134485773935263
26,0.5689516378612414,1.1264338988668448,0.5617163555349404,1.1493149698527951
27,0.575174933465629,1.1187286302175115,0.5767623293438008,1.1002884767420213
28,0.5747414700526838,1.1027781386236353,0.5734187796084985,1.1066302718741543
29,0.5855470927361476,1.0955891317683142,0.5957091111813325,1.0717636490638756
30,0.5844324725915407,1.090929677899212,0.5912510448634442,1.0700865066227523
31,0.588705183005612,1.0808448944824667,0.5477848983045142,1.188630883492411
32,0.5886742212918677,1.0723967626704705,0.5859570911158822,1.0944007300971843
33,0.5922967366418851,1.0716234531939395,0.5789913625297323,1.0951035511995233
34,0.604000247722883,1.04770191038819,0.5873502368389248,1.05937826291337
35,0.6018019691917046,1.0427161676572627,0.5984954026274177,1.060441714337557
36,0.6017400458491072,1.0440375333792271,0.5962663694663977,1.0640005392096905
37,0.6074060313258276,1.0339619964185873,0.5971022569043751,1.0461229589464407
38,0.6122050901316763,1.027005685882396,0.5884647534173589,1.0882654559416305
39,0.6142175986018444,1.0204203392863016,0.5996099192016999,1.0472399456715578
40,0.6153631804195954,1.0122333059695359,0.6035107272262193,1.0481988394549377
41,0.6197906991108053,1.0043569377305905,0.6021175815031767,1.0530195946346654
42,0.6192333890680293,1.0005612149830019,0.6018389523585682,1.0474085713801327
43,0.6228868660598179,0.9924559758332383,0.586792978578771,1.0826863491226286
44,0.622855904379292,0.9909061551190019,0.610755084986041,1.0441521213525649
45,0.6290172766041731,0.9796551893248898,0.6040679855195883,1.0478370665972463
